2021-07-02 10:21:56,120 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="写字楼"]') 超时时间：10 访问频率：0.5
2021-07-02 10:21:57,178 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="写字楼"]')
2021-07-02 10:21:57,181 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="选好了"]') 超时时间：10 访问频率：0.5
2021-07-02 10:21:58,071 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="选好了"]')
2021-07-02 10:21:59,076 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[2]/android.view.View[1]/android.widget.EditText') 超时时间：10 访问频率：0.5
2021-07-02 10:21:59,283 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[2]/android.view.View[1]/android.widget.EditText') 执行清空操作
2021-07-02 10:21:59,822 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[2]/android.view.View[1]/android.widget.EditText') 执行 输入：写字楼
2021-07-02 10:21:59,824 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[3]/android.view.View[2]/android.widget.EditText') 超时时间：10 访问频率：0.5
2021-07-02 10:22:00,476 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[3]/android.view.View[2]/android.widget.EditText') 执行清空操作
2021-07-02 10:22:01,012 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[3]/android.view.View[2]/android.widget.EditText') 执行 输入：123456
2021-07-02 10:22:01,014 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[6]/android.view.View[3]/android.widget.EditText') 超时时间：10 访问频率：0.5
2021-07-02 10:22:02,346 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[6]/android.view.View[3]/android.widget.EditText') 执行清空操作
2021-07-02 10:22:02,885 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[6]/android.view.View[3]/android.widget.EditText') 执行 输入：8888
2021-07-02 10:22:02,887 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[7]/android.view.View[2]/android.widget.EditText') 超时时间：10 访问频率：0.5
2021-07-02 10:22:03,511 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[7]/android.view.View[2]/android.widget.EditText') 执行清空操作
2021-07-02 10:22:04,051 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View[7]/android.view.View[2]/android.widget.EditText') 执行 输入：999
2021-07-02 10:22:04,055 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="经营行业"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:04,720 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="经营行业"]')
2021-07-02 10:22:04,723 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="餐饮美食"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:06,078 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="餐饮美食"]')
2021-07-02 10:22:06,081 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="食堂"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:07,026 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="食堂"]')
2021-07-02 10:22:07,029 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="完成"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:07,953 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="完成"]')
2021-07-02 10:22:07,955 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[9]/android.view.View[1]/android.widget.EditText') 超时时间：10 访问频率：0.5
2021-07-02 10:22:08,859 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[9]/android.view.View[1]/android.widget.EditText') 执行清空操作
2021-07-02 10:22:08,896 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[9]/android.view.View[1]/android.widget.EditText') 执行 输入：13511112222
2021-07-02 10:22:08,898 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="图片/视频"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:10,008 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="图片/视频"]')
2021-07-02 10:22:10,018 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:22:10,978 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:22:11,035 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：10 访问频率：0.5
2021-07-02 10:22:11,136 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', "//*[@text='仅在使用中允许']")
2021-07-02 10:22:11,147 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:22:11,205 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:22:12,007 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：10 访问频率：0.5
2021-07-02 10:22:12,113 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', "//*[@text='仅在使用中允许']")
2021-07-02 10:22:12,116 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:22:18,337 INFO [root] [base.py (base_finds:32] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：2 访问频率：0.5
2021-07-02 10:22:23,897 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="拍一张"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:24,054 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="拍一张"]')
2021-07-02 10:22:24,058 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.android.camera:id/shutter_button_horizontal') 超时时间：10 访问频率：0.5
2021-07-02 10:22:26,585 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.android.camera:id/shutter_button_horizontal')
2021-07-02 10:22:26,587 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.android.camera:id/done_button') 超时时间：10 访问频率：0.5
2021-07-02 10:22:30,712 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.android.camera:id/done_button')
2021-07-02 10:22:31,732 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="提交"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:31,878 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="提交"]')
2021-07-02 10:22:31,882 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me') 超时时间：10 访问频率：0.5
2021-07-02 10:22:35,013 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me')
2021-07-02 10:22:35,019 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="我的发布"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:36,457 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="我的发布"]')
2021-07-02 10:22:36,461 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[1]/android.view.View[4]/android.view.View[1]/android.view.View[2]/android.view.View[1]/android.view.View[1]/android.view.View[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:37,170 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[1]/android.view.View[4]/android.view.View[1]/android.view.View[2]/android.view.View[1]/android.view.View[1]/android.view.View[1]')
2021-07-02 10:22:39,988 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="删除"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:40,733 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="删除"]')
2021-07-02 10:22:40,737 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="确认"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:42,028 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="确认"]')
2021-07-02 10:22:42,033 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[2]/android.view.View[1]/android.view.View[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:43,511 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[2]/android.view.View[1]/android.view.View[1]')
2021-07-02 10:22:43,527 INFO [root] [base.py (__init__:18] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="bad89380-6aa8-49eb-8f07-2ab199f6334f")>
2021-07-02 10:22:43,534 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter') 超时时间：10 访问频率：0.5
2021-07-02 10:22:44,746 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter')
2021-07-02 10:22:44,748 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="家乡"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:47,488 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="家乡"]')
2021-07-02 10:22:47,492 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="本地好店"]') 超时时间：10 访问频率：0.5
2021-07-02 10:22:47,630 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="本地好店"]')
2021-07-02 10:22:47,634 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="立即免费开店"]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:00,485 INFO [root] [base.py (__init__:18] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="573df419-2156-4f78-aabe-20ff2f39b0c0")>
2021-07-02 10:26:00,486 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_home_dialog_ok') 超时时间：10 访问频率：0.5
2021-07-02 10:26:01,382 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_home_dialog_ok')
2021-07-02 10:26:15,941 INFO [root] [base.py (__init__:18] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="0e5bd44b-7db9-48ef-9606-5887716e3a57")>
2021-07-02 10:26:15,945 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_home_dialog_ok') 超时时间：10 访问频率：0.5
2021-07-02 10:26:16,883 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_home_dialog_ok')
2021-07-02 10:26:24,289 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_go_app') 超时时间：10 访问频率：0.5
2021-07-02 10:26:24,756 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_go_app')
2021-07-02 10:26:24,760 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：10 访问频率：0.5
2021-07-02 10:26:26,428 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', "//*[@text='仅在使用中允许']")
2021-07-02 10:26:26,430 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me') 超时时间：10 访问频率：0.5
2021-07-02 10:26:28,393 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me')
2021-07-02 10:26:28,397 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_info_head_name') 超时时间：10 访问频率：0.5
2021-07-02 10:26:29,531 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_info_head_name')
2021-07-02 10:26:29,534 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/ll_chat_login') 超时时间：10 访问频率：0.5
2021-07-02 10:26:30,520 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/ll_chat_login')
2021-07-02 10:26:30,523 INFO [root] [base.py (__init__:18] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="0e5bd44b-7db9-48ef-9606-5887716e3a57")>
2021-07-02 10:26:30,532 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter') 超时时间：10 访问频率：0.5
2021-07-02 10:26:34,527 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter')
2021-07-02 10:26:34,531 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="家乡"]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:37,257 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="家乡"]')
2021-07-02 10:26:37,261 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="本地好店"]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:37,539 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="本地好店"]')
2021-07-02 10:26:37,543 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="立即免费开店"]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:38,984 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="立即免费开店"]')
2021-07-02 10:26:38,986 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[2]/android.view.View[3]/android.widget.EditText') 超时时间：10 访问频率：0.5
2021-07-02 10:26:40,284 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[2]/android.view.View[3]/android.widget.EditText') 执行清空操作
2021-07-02 10:26:40,810 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[2]/android.view.View[3]/android.widget.EditText') 执行 输入：北京好店1
2021-07-02 10:26:40,812 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[6]/android.view.View[2]/android.widget.EditText[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:41,471 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[6]/android.view.View[2]/android.widget.EditText[1]') 执行清空操作
2021-07-02 10:26:42,432 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[6]/android.view.View[2]/android.widget.EditText[1]') 执行 输入：12345678901234567890
2021-07-02 10:26:42,436 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="请正确选择>"]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:43,146 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="请正确选择>"]')
2021-07-02 10:26:43,149 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="小吃店"]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:44,319 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="小吃店"]')
2021-07-02 10:26:44,324 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="完成"]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:45,042 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="完成"]')
2021-07-02 10:26:45,045 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="定位并选择>"]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:46,608 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="定位并选择>"]')
2021-07-02 10:26:46,611 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="选择此位置"]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:48,204 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="选择此位置"]')
2021-07-02 10:26:49,401 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="发布"]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:49,630 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="发布"]')
2021-07-02 10:26:49,631 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_action_bar_menu_back') 超时时间：10 访问频率：0.5
2021-07-02 10:26:50,494 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_action_bar_menu_back')
2021-07-02 10:26:52,499 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[2]/android.view.View[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:26:52,676 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[2]/android.view.View[1]')
2021-07-02 10:29:52,753 INFO [root] [base.py (__init__:18] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="3ca01f81-6af7-4c55-9347-2d937d0742ce")>
2021-07-02 10:29:52,755 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_home_dialog_ok') 超时时间：10 访问频率：0.5
2021-07-02 10:29:53,697 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_home_dialog_ok')
2021-07-02 10:30:01,060 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_go_app') 超时时间：10 访问频率：0.5
2021-07-02 10:30:01,527 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_go_app')
2021-07-02 10:30:01,531 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', "//*[@text='仅在使用中允许']") 超时时间：10 访问频率：0.5
2021-07-02 10:30:03,100 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', "//*[@text='仅在使用中允许']")
2021-07-02 10:30:03,104 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me') 超时时间：10 访问频率：0.5
2021-07-02 10:30:05,165 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_me')
2021-07-02 10:30:05,167 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/tv_info_head_name') 超时时间：10 访问频率：0.5
2021-07-02 10:30:06,365 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/tv_info_head_name')
2021-07-02 10:30:06,368 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/ll_chat_login') 超时时间：10 访问频率：0.5
2021-07-02 10:30:07,138 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/ll_chat_login')
2021-07-02 10:30:07,142 INFO [root] [base.py (__init__:18] - 获取driver对象：<appium.webdriver.webdriver.WebDriver (session="3ca01f81-6af7-4c55-9347-2d937d0742ce")>
2021-07-02 10:30:07,151 INFO [root] [base.py (base_find:25] - 正在查找元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter') 超时时间：10 访问频率：0.5
2021-07-02 10:30:11,274 INFO [root] [base.py (base_click:40] - 正在点击元素：('id', 'com.qjy.teleeye:id/iv_tabbar_letter')
2021-07-02 10:30:11,279 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="家乡"]') 超时时间：10 访问频率：0.5
2021-07-02 10:30:14,432 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="家乡"]')
2021-07-02 10:30:14,435 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="本地好店"]') 超时时间：10 访问频率：0.5
2021-07-02 10:30:15,073 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="本地好店"]')
2021-07-02 10:30:15,077 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="立即免费开店"]') 超时时间：10 访问频率：0.5
2021-07-02 10:30:16,301 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="立即免费开店"]')
2021-07-02 10:30:16,305 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[2]/android.view.View[3]/android.widget.EditText') 超时时间：10 访问频率：0.5
2021-07-02 10:30:17,596 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[2]/android.view.View[3]/android.widget.EditText') 执行清空操作
2021-07-02 10:30:18,130 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View/android.view.View[2]/android.view.View[3]/android.widget.EditText') 执行 输入：北京好店1
2021-07-02 10:30:18,134 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[6]/android.view.View[2]/android.widget.EditText[1]') 超时时间：10 访问频率：0.5
2021-07-02 10:30:19,056 INFO [root] [base.py (base_input:48] - 正在对元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[6]/android.view.View[2]/android.widget.EditText[1]') 执行清空操作
2021-07-02 10:30:19,587 INFO [root] [base.py (base_input:51] - 对元素：('xpath', '//*[@resource-id="app"]/android.view.View[1]/android.view.View[6]/android.view.View[2]/android.widget.EditText[1]') 执行 输入：12345678901234567890
2021-07-02 10:30:19,591 INFO [root] [base.py (base_find:25] - 正在查找元素：('xpath', '//*[@text="请正确选择>"]') 超时时间：10 访问频率：0.5
2021-07-02 10:30:20,301 INFO [root] [base.py (base_click:40] - 正在点击元素：('xpath', '//*[@text="请正确选择>"]')
